what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"macosx",1393493956311
arch,sysinfo,,,"x86",1393493956311
ws,sysinfo,,,"cocoa",1393493956311
locale,sysinfo,,,"sv_SE",1393493956311
processors,sysinfo,,,"8",1393493956311
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1393493956311
java.runtime.version,sysinfo,,,"1.6.0_65-b14-462-11M4609",1393493956311
java.specification.name,sysinfo,,,"Java Platform API Specification",1393493956311
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393493956311
java.specification.version,sysinfo,,,"1.6",1393493956311
java.vendor,sysinfo,,,"Apple Inc.",1393493956311
java.version,sysinfo,,,"1.6.0_65",1393493956311
java.vm.info,sysinfo,,,"mixed mode",1393493956311
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1393493956311
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1393493956311
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1393493956311
java.vm.specification.version,sysinfo,,,"1.0",1393493956311
java.vm.vendor,sysinfo,,,"Apple Inc.",1393493956311
java.vm.version,sysinfo,,,"20.65-b04-462",1393493956311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1393493961775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1393494016362
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1393494022392
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1393494022395
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.closeAll",1393494022407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1393494026465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1393494067663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1393494072960
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1393494096262
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1393494096335
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1393494097814
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1393494097867
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1393494097868
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1393494097868
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1393494097869
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1393494097869
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1393494097869
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1393494097871
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1393494097875
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1393494097878
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1393494097881
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1393494097888
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1393494097890
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1393494097890
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1393494097891
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1393494097891
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1393494097893
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1393494097893
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1393494097895
