what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285900794
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392285900813
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1392285904398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285910915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285919213
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392285919232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285925334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285942755
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1392285943868
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285952204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285958651
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285964044
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285971075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285971286
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392285972008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286032680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286040744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286048274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286059817
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392286059932
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1392286059953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392286138893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286148836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286157747
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1392286157871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392286169863
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392286219554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392286222377
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392286241276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392286243262
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392286250076
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1392286254585
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1392286264726
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392286297132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392286298898
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1392286306737
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1392286309380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286317446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1392286320159
